epoch,global_steps,total_n_traj,train_ep_return,actor_alpha,actor_entropy,actor_loss,actor_mu,actor_mu:max,actor_mu:min,actor_mu:std,actor_std,actor_std:max,actor_std:min,actor_std:std,actor_v_elbo,actor_v_elbo:max,actor_v_elbo:min,actor_v_elbo:std,critic_loss,critic_q1,critic_q1:max,critic_q1:min,critic_q1:std,critic_q2,critic_q2:max,critic_q2:min,critic_q2:std,eval_ep_return,eval_epoch
36.0,37000.0,37.0,597.7059936523438,0.010564703494310379,-5.880861282348633,-17.083690643310547,-0.08569727092981339,5.181901454925537,-4.137589454650879,1.3229447603225708,0.32946285605430603,0.7809035778045654,0.06520974636077881,0.10423544049263,17.084951400756836,52.57225036621094,6.468595027923584,11.022369384765625,2.4394993782043457,18.446796417236328,60.48965835571289,4.287863254547119,12.490904808044434,18.408353805541992,60.32602310180664,4.5498738288879395,12.434600830078125,,
37.0,38000.0,38.0,1095.707275390625,0.011821643449366093,-6.015036582946777,-18.099199295043945,-0.09230458736419678,5.110933303833008,-6.363349914550781,1.3758273124694824,0.33169347047805786,0.800068736076355,0.0830993577837944,0.10190603882074356,18.099021911621094,66.8687744140625,4.497151851654053,12.615052223205566,2.1276378631591797,18.00879669189453,65.67404174804688,5.285304069519043,12.462462425231934,18.187156677246094,64.98208618164062,5.640716075897217,12.51196002960205,,
38.0,39000.0,39.0,1127.2725830078125,0.013058887794613838,-6.26423454284668,-19.188894271850586,-0.08883243799209595,5.70616340637207,-4.830998420715332,1.4093215465545654,0.34390780329704285,1.044304609298706,0.06677211076021194,0.10815369337797165,19.185441970825195,62.749080657958984,4.645598411560059,14.039119720458984,2.8290138244628906,18.76343536376953,75.76568603515625,3.842128276824951,13.8678560256958,18.736108779907227,74.90550994873047,3.521703004837036,13.791698455810547,,
39.0,40000.0,40.0,1502.6968994140625,0.014362838119268417,-6.1603593826293945,-20.410722732543945,-0.04211162030696869,4.5774407386779785,-4.775589942932129,1.427721381187439,0.35110971331596375,0.7712119817733765,0.07574193179607391,0.1110895425081253,20.40842056274414,69.80497741699219,4.518121719360352,15.313638687133789,4.000955581665039,20.402067184448242,79.8182144165039,3.1034398078918457,15.067025184631348,20.55054473876953,82.86973571777344,3.4622058868408203,15.067984580993652,,
40.0,41000.0,41.0,1067.6107177734375,0.015671053901314735,-5.479639530181885,-22.642736434936523,-0.09639986604452133,5.269075870513916,-5.55422830581665,1.385204553604126,0.3583976924419403,0.7197843790054321,0.08178029954433441,0.110178142786026,22.650890350341797,79.53002166748047,-2.469583034515381,17.184173583984375,13.77613639831543,22.47724151611328,83.11736297607422,-3.908858299255371,17.416641235351562,22.447521209716797,81.85584259033203,-3.8016068935394287,17.420652389526367,1440.6820068359375,40.0
41.0,42000.0,42.0,1799.51904296875,0.018633699044585228,-6.164390563964844,-24.500865936279297,-0.1654919534921646,5.942803382873535,-5.481123447418213,1.4487977027893066,0.3730149269104004,0.91265869140625,0.08346450328826904,0.11374934762716293,24.497804641723633,83.43470764160156,4.4196696281433105,18.840843200683594,4.73253870010376,23.05392837524414,84.75424194335938,-1.5241824388504028,18.702693939208984,23.094959259033203,86.90827941894531,-0.11569143831729889,18.754680633544922,,
42.0,43000.0,43.0,1243.986572265625,0.018858296796679497,-6.002192974090576,-24.985122680664062,-0.15469618141651154,5.47656774520874,-5.712846755981445,1.435172200202942,0.3790188133716583,1.2479242086410522,0.09362366050481796,0.10996712744235992,24.98508071899414,92.03955078125,3.581814765930176,20.00303840637207,5.118233680725098,25.771944046020508,90.01071166992188,5.572586536407471,20.55498504638672,25.92125129699707,91.22419738769531,6.100618839263916,20.526206970214844,,
43.0,44000.0,44.0,1324.75537109375,0.02077428251504898,-6.251726150512695,-26.3853702545166,-0.10026995092630386,4.660036563873291,-4.622405052185059,1.4276057481765747,0.3730435371398926,0.9669452905654907,0.07064561545848846,0.11209827661514282,26.380144119262695,93.88613891601562,0.9393134117126465,20.446596145629883,5.305382251739502,27.769454956054688,92.97533416748047,3.5855822563171387,22.554630279541016,27.490703582763672,95.77400970458984,2.617807388305664,22.614107131958008,,
44.0,45000.0,45.0,1790.635009765625,0.022865191102027893,-6.418578624725342,-29.111953735351562,-0.08803185075521469,4.898360729217529,-4.876958847045898,1.4841471910476685,0.38423267006874084,0.8711053133010864,0.08228129148483276,0.11344476044178009,29.10238265991211,102.26270294189453,1.9621975421905518,22.569597244262695,6.48029088973999,29.01609992980957,111.01639556884766,1.0719387531280518,23.23646354675293,29.141639709472656,112.43673706054688,1.8362832069396973,23.196802139282227,,
45.0,46000.0,46.0,2177.251220703125,0.02501300908625126,-5.924701690673828,-31.81072235107422,-0.08270683884620667,5.33281135559082,-4.768555164337158,1.4676077365875244,0.3965635299682617,1.2705113887786865,0.11723758280277252,0.11649582535028458,31.812604904174805,110.97149658203125,-2.7228963375091553,25.235763549804688,6.0739946365356445,32.41923904418945,111.11431121826172,-0.5693231225013733,26.193662643432617,32.441444396972656,110.7938003540039,-0.14545698463916779,26.178518295288086,,
46.0,47000.0,47.0,2357.2861328125,0.026476945728063583,-6.196802139282227,-33.87546920776367,-0.1392405927181244,5.146177291870117,-4.621225357055664,1.504862666130066,0.3917284309864044,0.980530321598053,0.0976836159825325,0.11181550472974777,33.87025833129883,112.60222625732422,3.1993472576141357,27.34130096435547,6.9138078689575195,35.58076477050781,110.12047576904297,3.161670207977295,28.409229278564453,35.577117919921875,109.47209167480469,2.0353596210479736,28.502914428710938,,
47.0,48000.0,48.0,2662.5498046875,0.02775551564991474,-6.041347980499268,-35.88100814819336,-0.11077684909105301,4.675028324127197,-5.0888237953186035,1.474249243736267,0.39861997961997986,1.0462689399719238,0.11675997078418732,0.11500024050474167,35.87985610961914,114.45733642578125,4.553346157073975,29.085939407348633,5.6282958984375,37.601680755615234,117.83756256103516,3.4478023052215576,30.201316833496094,37.55448532104492,114.86583709716797,3.179408550262451,30.14789581298828,,
48.0,49000.0,49.0,2062.922607421875,0.029451953247189522,-5.7920122146606445,-40.263797760009766,-0.0566212423145771,5.485799789428711,-5.168970584869385,1.471656084060669,0.4081415832042694,0.9926899075508118,0.11625783145427704,0.1207415908575058,40.269920349121094,119.23387908935547,4.700644016265869,31.40481948852539,9.913800239562988,38.75424575805664,116.70852661132812,2.9232373237609863,30.36379623413086,38.92903518676758,116.05412292480469,3.1069836616516113,30.21955108642578,,
49.0,50000.0,50.0,2124.912841796875,0.03062146157026291,-5.858329772949219,-45.582828521728516,-0.12846072018146515,4.585133075714111,-5.075738906860352,1.4829477071762085,0.4054921865463257,0.8262630701065063,0.11967722326517105,0.11509332805871964,45.5871696472168,124.22879791259766,7.337038516998291,33.55705261230469,6.774944305419922,41.70934295654297,125.702392578125,11.47548770904541,33.42233657836914,41.84087371826172,129.02224731445312,11.709479331970215,33.46516036987305,,
50.0,51000.0,51.0,1805.4033203125,0.03220845013856888,-5.99625825881958,-45.56193923950195,-0.06683854758739471,4.484850883483887,-4.387390613555908,1.482511043548584,0.41476479172706604,0.8896293044090271,0.10720282047986984,0.1202620416879654,45.56206130981445,125.91459655761719,-4.9637980461120605,33.691566467285156,6.900788307189941,46.46808624267578,131.3914031982422,2.5143654346466064,35.89469528198242,46.52008056640625,132.93894958496094,3.4700472354888916,35.882530212402344,2586.04833984375,50.0
51.0,52000.0,52.0,2958.430908203125,0.033471494913101196,-6.356781005859375,-49.739383697509766,-0.13648754358291626,5.252305507659912,-5.891046524047852,1.5193564891815186,0.4161882698535919,0.8768178820610046,0.12151320278644562,0.11853363364934921,49.72743606567383,131.58694458007812,-7.459228038787842,37.56090545654297,7.030085563659668,49.07182312011719,133.70553588867188,-2.8041059970855713,37.009849548339844,48.90952682495117,132.8130645751953,-4.497379779815674,37.07955551147461,,
52.0,53000.0,53.0,1610.012939453125,0.03562440350651741,-6.032345771789551,-50.538597106933594,-0.20799805223941803,5.355147361755371,-5.21124792098999,1.4823542833328247,0.421903520822525,1.255627989768982,0.11295221745967865,0.11920623481273651,50.53744888305664,141.39617919921875,-3.5495731830596924,38.86164474487305,10.609481811523438,50.46797180175781,140.5265655517578,5.059843063354492,39.3764533996582,50.51565170288086,136.97544860839844,3.234206438064575,39.32950210571289,,
53.0,54000.0,54.0,2901.04931640625,0.036293864250183105,-6.045151233673096,-51.730587005615234,-0.05793848633766174,6.671350955963135,-4.283051490783691,1.5078556537628174,0.4219447076320648,0.840598464012146,0.11266236007213593,0.11640586704015732,51.72895050048828,143.47073364257812,-7.069301605224609,39.76887512207031,8.654281616210938,52.361976623535156,142.45103454589844,-3.0581789016723633,39.527156829833984,52.37690734863281,142.72666931152344,-3.387788772583008,39.36307907104492,,
54.0,55000.0,55.0,3353.38916015625,0.037729132920503616,-5.814779281616211,-60.53969955444336,-0.08763282746076584,6.664877414703369,-4.637482166290283,1.4624145030975342,0.41668662428855896,0.8127871751785278,0.12349782139062881,0.11646205186843872,60.546688079833984,148.8699951171875,7.052769184112549,42.40171813964844,7.996540069580078,58.4153938293457,151.8093719482422,12.21815299987793,42.36592483520508,58.63064193725586,150.50840759277344,13.982267379760742,42.25973129272461,,
55.0,56000.0,56.0,3401.731201171875,0.03983396291732788,-6.004406929016113,-65.41998291015625,-0.14221884310245514,6.194516181945801,-5.805342674255371,1.4962936639785767,0.41707944869995117,0.7925435900688171,0.08954961597919464,0.11769585311412811,65.41980743408203,160.6475372314453,3.686190128326416,45.5620231628418,10.620797157287598,60.782432556152344,153.39096069335938,4.008587837219238,44.3444938659668,60.858436584472656,153.2855224609375,4.270501136779785,44.52591323852539,,
56.0,57000.0,57.0,1031.7503662109375,0.0412435419857502,-5.842991352081299,-65.12730407714844,-0.12326478958129883,4.811546325683594,-4.429699897766113,1.4767330884933472,0.43259191513061523,0.9539093971252441,0.13308948278427124,0.11963313072919846,65.13377380371094,167.382080078125,6.330827236175537,46.70600891113281,10.197795867919922,67.75096130371094,162.07427978515625,1.8327915668487549,46.77013397216797,67.54452514648438,161.7546844482422,2.561617851257324,46.736656188964844,,
57.0,58000.0,58.0,1460.141357421875,0.0426986888051033,-5.750138282775879,-65.52169036865234,-0.045212432742118835,5.753400802612305,-5.078180313110352,1.4676402807235718,0.4329206645488739,0.9554904103279114,0.12923835217952728,0.11560497432947159,65.53235626220703,167.4467010498047,5.136871337890625,47.193782806396484,8.585326194763184,67.39598083496094,167.58473205566406,-7.26150369644165,48.48313522338867,67.764892578125,167.912109375,-4.327490329742432,48.46355056762695,,
58.0,59000.0,59.0,3542.57470703125,0.0433855801820755,-6.4413743019104,-74.903564453125,-0.10597413033246994,4.720738887786865,-4.990037441253662,1.5337706804275513,0.42319929599761963,0.8006288409233093,0.11784280836582184,0.11324024945497513,74.88441467285156,177.20323181152344,5.664096355438232,52.054134368896484,11.737176895141602,74.75627136230469,175.30361938476562,8.731921195983887,50.857940673828125,74.57129669189453,175.80650329589844,9.451597213745117,50.78081512451172,,
59.0,60000.0,60.0,1042.8369140625,0.04461611807346344,-5.882654666900635,-74.16236877441406,-0.10802128165960312,4.611201286315918,-5.07594633102417,1.4980088472366333,0.4347398281097412,0.9571502804756165,0.1162312775850296,0.11661002039909363,74.16761016845703,187.31858825683594,4.985947132110596,52.44929504394531,13.706524848937988,73.89717102050781,184.19671630859375,-1.9828591346740723,52.7832145690918,73.8372573852539,181.47450256347656,-3.153008222579956,52.72493362426758,,
60.0,61000.0,61.0,2355.0859375,0.04606568440794945,-5.579902172088623,-77.31819915771484,-0.07930005341768265,4.644394874572754,-4.645962715148926,1.4793001413345337,0.4374884366989136,0.7992743253707886,0.11324337869882584,0.11773176491260529,77.33756256103516,178.689208984375,11.996870040893555,53.99660110473633,11.315816879272461,73.00152587890625,181.5487060546875,-6.08793306350708,52.53410339355469,73.14968872070312,178.5208740234375,-7.458700180053711,52.50966262817383,3357.335205078125,60.0
61.0,62000.0,62.0,1094.046142578125,0.047330550849437714,-6.17603874206543,-76.35843658447266,-0.14273130893707275,5.53770112991333,-4.251337051391602,1.5249004364013672,0.435583233833313,0.8514834046363831,0.12645165622234344,0.11320876330137253,76.35009765625,190.3483428955078,-3.529022455215454,55.36477279663086,9.237521171569824,75.63430786132812,195.66464233398438,21.055221557617188,55.30985641479492,75.5271224975586,196.5841827392578,19.877731323242188,55.385902404785156,,
62.0,63000.0,63.0,1672.228271484375,0.04834630340337753,-6.020074844360352,-77.79644012451172,-0.10638276487588882,5.079001426696777,-5.140787601470947,1.5087498426437378,0.4411636292934418,0.813184380531311,0.11249608546495438,0.11972817778587341,77.79547882080078,203.2401885986328,13.105575561523438,56.38337707519531,12.863592147827148,79.84271240234375,201.84866333007812,2.8939239978790283,57.73176193237305,79.870849609375,199.20272827148438,2.0361881256103516,57.85702896118164,,
63.0,64000.0,64.0,3253.524658203125,0.0483599528670311,-5.900911808013916,-79.37351989746094,-0.0746002122759819,4.565915584564209,-4.418062210083008,1.489580512046814,0.4484466016292572,0.9141947031021118,0.09977325797080994,0.12309297174215317,79.37832641601562,200.4053955078125,0.7497214674949646,59.22140121459961,13.70370101928711,84.3182373046875,210.42906188964844,1.4695295095443726,61.92631530761719,83.79847717285156,211.39453125,-2.7875754833221436,61.957584381103516,,
64.0,65000.0,65.0,3625.741943359375,0.048904530704021454,-5.987900257110596,-85.93190002441406,-0.0985029861330986,5.9927520751953125,-4.273534774780273,1.5117802619934082,0.4393782615661621,0.9098559617996216,0.13615380227565765,0.11626197397708893,85.93248748779297,207.0896453857422,4.598760604858398,60.695072174072266,12.599530220031738,88.31954956054688,205.57308959960938,6.608496189117432,62.95280456542969,87.96453857421875,203.5091552734375,4.315305233001709,62.84147644042969,,
65.0,66000.0,66.0,3783.404052734375,0.04917693883180618,-5.997990608215332,-86.71106719970703,-0.07602915912866592,5.2345404624938965,-4.595414161682129,1.5016796588897705,0.4364141523838043,0.9035009741783142,0.10921891778707504,0.11706200987100601,86.7111587524414,210.18472290039062,3.2350802421569824,64.33216857910156,13.929495811462402,87.32946014404297,213.69886779785156,4.1071906089782715,64.41244506835938,87.40631866455078,211.65548706054688,3.949977397918701,64.27940368652344,,
